id,gender,masterCategory,subCategory,articleType,baseColour,season,usage
51658,Women,Accessories,Watches,Watches,Copper,Winter,Casual
3954,Women,Apparel,Topwear,Tshirts,Pink,Summer,Casual
18839,Men,Accessories,Belts,Belts,Black,Fall,Formal
2886,Women,Footwear,Shoes,Flats,Brown,Winter,Casual
23278,Men,Accessories,Watches,Watches,Off White,Winter,Casual
28690,Women,Apparel,Topwear,Kurtas,Beige,Summer,Ethnic
8580,Men,Apparel,Topwear,Waistcoat,Grey,Fall,Casual
3168,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports
18005,Men,Apparel,Bottomwear,Shorts,Black,Summer,Sports
17871,Men,Apparel,Innerwear,Briefs,Maroon,Winter,Casual
9452,Men,Apparel,Topwear,Shirts,Red,Fall,Formal
38402,Women,Accessories,Belts,Belts,Black,Summer,Casual
44984,Women,Accessories,Watches,Watches,White,Winter,Casual
10268,Men,Footwear,Shoes,Formal Shoes,Black,Fall,Formal
45856,Women,Apparel,Topwear,Kurtas,Brown,Summer,Ethnic
32138,Men,Apparel,Innerwear,Briefs,Blue,Summer,Casual
59435,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Formal
5891,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual
38630,Women,Apparel,Topwear,Tshirts,Purple,Summer,Casual
4943,Men,Apparel,Topwear,Shirts,White,Summer,Casual
11188,Men,Accessories,Watches,Watches,Silver,Winter,Casual
10866,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual
59607,Women,Apparel,Saree,Sarees,Grey,Fall,Ethnic
15528,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual
45258,Men,Accessories,Watches,Watches,Black,Winter,Casual
42841,Women,Accessories,Bags,Handbags,Beige,Summer,Casual
22198,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual
29570,Men,Footwear,Shoes,Casual Shoes,Purple,Summer,Casual
43993,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,Casual
6628,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports
54924,Men,Apparel,Bottomwear,Shorts,Blue,Summer,Casual
26538,Men,Footwear,Shoes,Casual Shoes,Red,Fall,Casual
35913,Women,Accessories,Bags,Handbags,Black,Summer,Casual
49495,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,Casual
9660,Men,Apparel,Topwear,Shirts,Pink,Fall,Casual
2288,Women,Apparel,Topwear,Tshirts,Black,Fall,Sports
23876,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,Casual
18237,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual
54118,Women,Footwear,Shoes,Heels,Black,Winter,Casual
2872,Women,Footwear,Shoes,Heels,Brown,Winter,Casual
49653,Women,Apparel,Topwear,Tops,Green,Summer,Casual
8574,Women,Footwear,Sandal,Sandals,Pink,Fall,Casual
16957,Men,Accessories,Eyewear,Sunglasses,Black,Winter,Casual
19123,Men,Footwear,Flip Flops,Flip Flops,Silver,Fall,Casual
13419,Men,Apparel,Topwear,Tshirts,Pink,Summer,Casual
17885,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,Casual
43369,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,Casual
48781,Women,Accessories,Jewellery,Pendant,Silver,Summer,Casual
44970,Men,Accessories,Watches,Watches,White,Winter,Casual
39524,Unisex,Accessories,Bags,Laptop Bag,Orange,Summer,Casual
33822,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports
58513,Women,Apparel,Topwear,Tops,Off White,Summer,Casual
25947,Women,Accessories,Scarves,Scarves,Brown,Summer,Casual
5865,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual
39716,Women,Apparel,Dress,Dresses,Blue,Summer,Casual
25349,Men,Apparel,Innerwear,Briefs,Red,Summer,Casual
11940,Men,Footwear,Sandal,Sandals,Black,Summer,Casual
55802,Women,Apparel,Loungewear and Nightwear,Night suits,White,Summer,Casual
29584,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual
43967,Women,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,Casual
28456,Women,Apparel,Bottomwear,Skirts,Blue,Summer,Sports
34009,Girls,Apparel,Topwear,Tops,Black,Summer,Casual
19311,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual
42089,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports
22950,Unisex,Accessories,Watches,Watches,Black,Winter,Casual
49461,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,Casual
8746,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,Casual
9694,Men,Apparel,Topwear,Tshirts,White,Fall,Casual
23882,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,Sports
34835,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,Sports
15984,Men,Apparel,Topwear,Shirts,Yellow,Fall,Casual
41268,Men,Accessories,Wallets,Wallets,Black,Summer,Casual
11518,Women,Footwear,Shoes,Heels,Grey,Winter,Casual
14856,Women,Accessories,Wallets,Wallets,Beige,Summer,Casual
33648,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual
59297,Men,Apparel,Topwear,Shirts,White,Fall,Casual
28032,Men,Apparel,Innerwear,Briefs,White,Summer,Casual
27846,Women,Apparel,Topwear,Blazers,Charcoal,Summer,Formal
26994,Women,Apparel,Bottomwear,Jeans,Black,Summer,Casual
49839,Women,Footwear,Flip Flops,Flip Flops,Red,Winter,Casual
31923,Women,Accessories,Bags,Handbags,Blue,Summer,Casual
2618,Women,Footwear,Shoes,Flats,Silver,Spring,Casual
54588,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic
49005,Women,Accessories,Jewellery,Ring,Silver,Summer,Casual
8322,Boys,Apparel,Topwear,Tshirts,Blue,Fall,Casual
13841,Unisex,Accessories,Watches,Watches,White,Winter,Casual
28200,Men,Accessories,Eyewear,Sunglasses,Copper,Winter,Casual
12993,Unisex,Footwear,Shoes,Sports Shoes,Black,Fall,Sports
7158,Men,Apparel,Topwear,Shirts,Green,Fall,Casual
18495,Men,Footwear,Sandal,Sandals,White,Fall,Casual
8110,Men,Accessories,Watches,Watches,Black,Winter,Casual
19547,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,Casual
7964,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports
36934,Women,Personal Care,Fragrance,Perfume and Body Mist,Gold,Spring,Casual
39140,Women,Apparel,Apparel Set,Kurta Sets,Black,Summer,Ethnic
20851,Women,Accessories,Bags,Clutches,Red,Winter,Casual
41866,Men,Footwear,Sandal,Sandals,Beige,Fall,Casual
58177,Women,Accessories,Bags,Handbags,Brown,Summer,Casual
44528,Men,Footwear,Sandal,Sandals,Black,Summer,Casual
16392,Men,Apparel,Topwear,Shirts,Red,Fall,Casual
51455,Women,Apparel,Topwear,Shrug,Pink,Summer,Casual
50587,Men,Apparel,Innerwear,Briefs,Grey,Summer,Casual
17240,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual
47530,Women,Footwear,Shoes,Flats,Copper,Winter,Casual
6617,Men,Apparel,Topwear,Shirts,Black,Summer,Casual
12732,Unisex,Accessories,Bags,Backpacks,Black,Fall,Sports
3365,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual
42042,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports
23849,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual
43190,Women,Accessories,Watches,Watches,White,Winter,Casual
48578,Men,Accessories,Jewellery,Bracelet,Steel,Summer,Casual
30462,Women,Apparel,Innerwear,Bra,Black,Summer,Casual
18208,Men,Accessories,Headwear,Caps,White,Fall,Casual
54127,Women,Footwear,Shoes,Heels,Black,Winter,Casual
10065,Men,Apparel,Topwear,Tshirts,Yellow,Fall,Casual
24250,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual
32335,Men,Accessories,Watches,Watches,Silver,Winter,Casual
25382,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,Casual
56670,Men,Accessories,Watches,Watches,Black,Winter,Casual
5092,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual
10859,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual
59638,Women,Apparel,Saree,Sarees,Green,Fall,Ethnic
15517,Men,Footwear,Shoes,Casual Shoes,Red,Fall,Casual
4140,Women,Footwear,Shoes,Casual Shoes,Green,Winter,Casual
36795,Men,Accessories,Watches,Watches,Silver,Winter,Casual
40527,Men,Accessories,Watches,Watches,Gold,Winter,Casual
10257,Men,Apparel,Bottomwear,Trousers,Black,Fall,Formal
24062,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual
45869,Men,Accessories,Watches,Watches,Brown,Winter,Casual
11385,Women,Apparel,Topwear,Sweatshirts,Black,Fall,Casual
53130,Women,Footwear,Shoes,Flats,Brown,Winter,Casual
44187,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,Casual
21510,Women,Accessories,Bags,Handbags,White,Winter,Casual
51667,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,Casual
22395,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual
35322,Women,Accessories,Jewellery,Earrings,Silver,Winter,Ethnic
6425,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,Casual
18806,Men,Accessories,Belts,Belts,Tan,Summer,Casual
23247,Men,Footwear,Shoes,Formal Shoes,Black,Fall,Formal
17072,Women,Accessories,Belts,Belts,Grey,Winter,Casual
31782,Women,Apparel,Topwear,Tops,Blue,Summer,Casual
42270,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,Casual
12500,Men,Apparel,Topwear,Shirts,Black,Fall,Casual
26735,Men,Personal Care,Fragrance,Deodorant,Black,Spring,Casual
30650,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual
56026,Women,Personal Care,Lips,Lipstick,Brown,Spring,Casual
21948,Women,Accessories,Bags,Handbags,Brown,Winter,Casual
32563,Women,Apparel,Bottomwear,Trousers,Blue,Summer,Casual
58980,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,Casual
40143,Girls,Apparel,Topwear,Tops,Blue,Summer,Casual
10633,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,Formal
24406,Women,Apparel,Topwear,Kurtas,Red,Summer,Ethnic
4716,Unisex,Accessories,Watches,Watches,Black,Winter,Sports
21174,Women,Apparel,Topwear,Tops,Beige,Fall,Casual
15341,Women,Apparel,Bottomwear,Shorts,Pink,Fall,Sports
52486,Women,Apparel,Innerwear,Camisoles,Maroon,Winter,Casual
53554,Men,Apparel,Innerwear,Boxers,Multi,Summer,Casual
14293,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual
47366,Women,Accessories,Bags,Handbags,Blue,Summer,Casual
6041,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual
23623,Girls,Apparel,Topwear,Tops,Pink,Fall,Casual
17416,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports
9835,Women,Apparel,Topwear,Tshirts,Grey,Fall,Casual
29319,Unisex,Accessories,Bags,Backpacks,Red,Summer,Casual
7193,Women,Apparel,Bottomwear,Jeans,Black,Fall,Casual
12958,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports
27283,Women,Apparel,Topwear,Kurtas,Magenta,Fall,Ethnic
30234,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,Casual
9009,Women,Accessories,Bags,Handbags,Brown,Winter,Casual
3533,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual
42614,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,Casual
12164,Women,Apparel,Topwear,Dupatta,Orange,Fall,Ethnic
26351,Women,Accessories,Watches,Watches,White,Winter,Casual
17624,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,Sports
47154,Girls,Apparel,Bottomwear,Capris,Black,Summer,Casual
35574,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,Casual
46086,Women,Footwear,Shoes,Sports Shoes,Lavender,Summer,Sports
51031,Women,Apparel,Innerwear,Bra,White,Summer,Casual
13284,Men,Apparel,Bottomwear,Shorts,Black,Fall,Casual
54543,Men,Footwear,Shoes,Sports Shoes,White,Fall,Casual
55491,Women,Personal Care,Lips,Lip Gloss,Brown,Spring,Casual
26163,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Formal
3701,Women,Apparel,Topwear,Tshirts,Black,Summer,Casual
29917,Men,Accessories,Watches,Watches,White,Winter,Casual
42426,Women,Apparel,Topwear,Kurtas,Sea Green,Summer,Ethnic
32751,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual
56214,Women,Accessories,Jewellery,Earrings,Gold,Winter,Casual
10401,Women,Apparel,Topwear,Tops,Purple,Fall,Casual
40371,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,Casual
21346,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,Casual
45603,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Formal
4524,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports
37223,Women,Apparel,Topwear,Tops,Blue,Summer,Casual
53766,Men,Apparel,Topwear,Tshirts,White,Summer,Casual
25520,Girls,Apparel,Topwear,Tops,White,Fall,Casual
32597,Women,Apparel,Topwear,Tops,Black,Summer,Casual
58974,Men,Personal Care,Fragrance,Deodorant,Gold,Spring,Casual
33445,Women,Accessories,Wallets,Wallets,Black,Summer,Casual
57100,Women,Apparel,Topwear,Tops,Pink,Summer,Casual
36137,Women,Footwear,Shoes,Sports Shoes,Pink,Summer,Sports
41859,Men,Footwear,Sandal,Sandals,Black,Summer,Casual
21180,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,Casual
39943,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,Casual
52472,Women,Apparel,Loungewear and Nightwear,Bath Robe,Pink,Winter,Casual
58148,Unisex,Accessories,Headwear,Caps,White,Fall,Casual
20052,Women,Accessories,Mufflers,Mufflers,Yellow,Fall,Casual
5630,Women,Footwear,Flip Flops,Flip Flops,Blue,Summer,Casual
44517,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,Casual
47392,Women,Accessories,Bags,Handbags,Beige,Fall,Casual
50325,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,Ethnic
8913,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports
16530,Men,Apparel,Topwear,Shirts,Red,Fall,Casual
22705,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual
7167,Men,Apparel,Topwear,Shirts,Purple,Fall,Casual
46240,Women,Apparel,Topwear,Tunics,White,Summer,Casual
27277,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic
13042,Women,Footwear,Shoes,Flats,Brown,Winter,Casual
6889,Women,Apparel,Topwear,Jackets,Cream,Summer,Casual
31312,Women,Apparel,Topwear,Kurtas,Peach,Summer,Ethnic
12190,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual
55657,Women,Footwear,Shoes,Heels,Gold,Winter,Casual
19578,Women,Apparel,Topwear,Tops,Purple,Summer,Casual
27879,Women,Apparel,Topwear,Tops,Blue,Summer,Casual
34452,Women,Footwear,Shoes,Flats,Copper,Winter,Casual
6287,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual
7355,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual
46072,Men,Accessories,Belts,Belts,Black,Summer,Casual
22537,Men,Footwear,Sandal,Sandals,Tan,Summer,Casual
28831,Women,Apparel,Innerwear,Briefs,Brown,Summer,Casual
43500,Men,Apparel,Topwear,Tshirts,White,Summer,Casual
2627,Women,Footwear,Shoes,Flats,Silver,Fall,Casual
27045,Women,Accessories,Bags,Clutches,Off White,Summer,Casual
13270,Women,Apparel,Topwear,Tops,White,Fall,Casual
18698,Men,Apparel,Innerwear,Briefs,Grey,Summer,Casual
55465,Women,Personal Care,Lips,Lipstick,Red,Spring,Casual
26197,Men,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,Casual
31120,Girls,Apparel,Topwear,Tops,Pink,Summer,Casual
25712,Unisex,Accessories,Headwear,Caps,Blue,Summer,Sports
11527,Men,Apparel,Topwear,Tshirts,Olive,Fall,Casual
14869,Men,Accessories,Wallets,Wallets,Black,Summer,Casual
40385,Women,Apparel,Topwear,Tops,Yellow,Summer,Casual
15187,Men,Apparel,Topwear,Tshirts,White,Fall,Casual
44725,Women,Footwear,Flip Flops,Flip Flops,Orange,Summer,Casual
14055,Men,Apparel,Topwear,Shirts,Green,Fall,Casual
20260,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual
7731,Men,Footwear,Flip Flops,Flip Flops,Grey,Winter,Casual
22153,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual
43958,Men,Footwear,Sandal,Sandals,Olive,Fall,Casual
28469,Women,Apparel,Topwear,Tshirts,Pink,Summer,Casual
50573,Men,Apparel,Innerwear,Trunk,Charcoal,Summer,Casual
34036,Boys,Apparel,Topwear,Shirts,Blue,Summer,Casual
8779,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,Casual
3391,Women,Accessories,Bags,Handbags,White,Winter,Casual
43164,Men,Accessories,Watches,Watches,Black,Winter,Casual
2243,Men,Apparel,Topwear,Tshirts,White,Fall,Sports
30496,Women,Apparel,Innerwear,Bra,Purple,Summer,Casual
27421,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Blue,Winter,Casual
57756,Women,Personal Care,Skin Care,Face Wash and Cleanser,Green,Spring,Casual
33213,Women,Apparel,Topwear,Tops,Magenta,Summer,Casual
39729,Women,Apparel,Topwear,Tops,Olive,Summer,Casual
25376,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,Casual
11143,Men,Apparel,Topwear,Shirts,Black,Fall,Casual
56684,Women,Apparel,Saree,Sarees,Beige,Fall,Ethnic
4988,Women,Apparel,Dress,Dresses,White,Summer,Casual
44341,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual
14431,Women,Footwear,Shoes,Heels,Black,Summer,Casual
20604,Women,Accessories,Bags,Handbags,Brown,Winter,Casual
52224,Women,Accessories,Jewellery,Necklace and Chains,Silver,Summer,Casual
45293,Women,Accessories,Watches,Watches,Red,Winter,Casual
36761,Men,Accessories,Watches,Watches,Black,Winter,Casual
33021,Women,Apparel,Topwear,Kurtas,Cream,Summer,Ethnic
25144,Women,Accessories,Bags,Handbags,Orange,Winter,Casual
11371,Men,Apparel,Topwear,Shirts,Black,Fall,Casual
41401,Women,Apparel,Topwear,Tops,White,Summer,Casual
14603,Men,Accessories,Socks,Socks,Grey,Summer,Casual
37481,Women,Accessories,Watches,Watches,White,Winter,Casual
5254,Unisex,Accessories,Bags,Duffel Bag,Red,Winter,Casual
44173,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,Casual
25978,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,Casual
4386,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual
51693,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual
16154,Men,Footwear,Shoes,Formal Shoes,Black,Fall,Formal
22361,Men,Footwear,Sandal,Sports Sandals,Navy Blue,Summer,Casual
29789,Men,Apparel,Topwear,Tshirts,Pink,Summer,Casual
19920,Unisex,Accessories,Bags,Backpacks,Black,Winter,Casual
7503,Men,Apparel,Topwear,Tshirts,Blue,Summer,Sports
46624,Men,Personal Care,Fragrance,Deodorant,Grey,Spring,Casual
34204,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,Casual
17086,Women,Accessories,Wallets,Wallets,Orange,Winter,Casual
50741,Men,Footwear,Shoes,Casual Shoes,Black,Winter,Casual
55233,Women,Personal Care,Makeup,Foundation and Primer,Skin,Summer,Casual
13426,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual
43356,Women,Footwear,Shoes,Sports Shoes,Charcoal,Summer,Sports
28207,Men,Accessories,Eyewear,Sunglasses,Black,Winter,Casual
13846,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual
12994,Boys,Footwear,Shoes,Sports Shoes,Black,Fall,Sports
46278,Women,Apparel,Topwear,Tunics,Red,Summer,Casual
16508,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual
18492,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,Casual
19540,Men,Apparel,Topwear,Sweaters,Blue,Summer,Casual
7963,Men,Apparel,Topwear,Tshirts,White,Fall,Sports
8117,Men,Accessories,Watches,Watches,Black,Winter,Casual
49230,Men,Accessories,Socks,Socks,Black,Summer,Casual
39147,Women,Apparel,Apparel Set,Kurta Sets,Purple,Fall,Ethnic
36933,Women,Personal Care,Fragrance,Perfume and Body Mist,Purple,Spring,Casual
57138,Women,Apparel,Bottomwear,Trousers,Brown,Summer,Casual
20856,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual
41861,Men,Footwear,Sandal,Sandals,Black,Summer,Casual
5608,Men,Footwear,Sandal,Sandals,Black,Summer,Casual
58170,Women,Accessories,Bags,Clutches,Red,Fall,Casual
53598,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,Sports
15983,Men,Apparel,Topwear,Shirts,Burgundy,Fall,Casual
39375,Women,Accessories,Watches,Watches,Silver,Winter,Casual
14851,Women,Accessories,Wallets,Wallets,Coffee Brown,Summer,Casual
59290,Men,Accessories,Watches,Watches,Black,Winter,Casual
52678,Men,Accessories,Watches,Watches,Black,Winter,Casual
20258,Men,Apparel,Topwear,Tshirts,Brown,Fall,Casual
47198,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual
27841,Men,Accessories,Belts,Belts,White,Summer,Casual
28035,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,Casual
31924,Women,Accessories,Bags,Handbags,Black,Summer,Casual
26993,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual
13248,Men,Apparel,Bottomwear,Trousers,Brown,Fall,Casual
43538,Women,Apparel,Topwear,Tops,Blue,Summer,Casual
8325,Boys,Apparel,Topwear,Tshirts,Yellow,Fall,Casual
31118,Girls,Apparel,Topwear,Tops,Red,Summer,Casual
19772,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,Casual
46876,Men,Accessories,Socks,Socks,Grey,Summer,Casual
5862,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual
39711,Men,Accessories,Watches,Watches,Black,Winter,Casual
14409,Women,Footwear,Shoes,Heels,White,Summer,Casual
58726,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual
44379,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,Casual
11947,Men,Footwear,Sandal,Sandals,Olive,Summer,Casual
36759,Men,Accessories,Watches,Watches,White,Winter,Casual
51499,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual
29583,Women,Footwear,Shoes,Flats,Silver,Summer,Casual
55805,Women,Apparel,Loungewear and Nightwear,Night suits,Pink,Summer,Casual
7709,Women,Apparel,Bottomwear,Jeans,Black,Fall,Casual
28451,Women,Apparel,Bottomwear,Track Pants,Black,Summer,Casual
43960,Men,Apparel,Topwear,Shirts,Grey,Summer,Formal
8741,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,Casual
55039,Women,Personal Care,Lips,Lipstick,Brown,Spring,Casual
19316,Unisex,Accessories,Bags,Backpacks,Grey,Fall,Casual
27419,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Winter,Casual
34832,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports
23885,Men,Footwear,Shoes,Sports Shoes,Grey,Winter,Sports
19918,Unisex,Accessories,Bags,Backpacks,Black,Winter,Casual
22359,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual
19124,Women,Footwear,Flip Flops,Flip Flops,Pink,Fall,Casual
16950,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual
49654,Women,Apparel,Bottomwear,Skirts,Grey,Summer,Casual
48786,Women,Accessories,Jewellery,Pendant,Silver,Summer,Casual
2049,Men,Apparel,Topwear,Tshirts,White,Summer,Sports
17882,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,Casual
44977,Men,Accessories,Watches,Watches,Silver,Winter,Casual
33019,Women,Apparel,Topwear,Kurtas,Yellow,Summer,Ethnic
41439,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports
39523,Unisex,Accessories,Bags,Trolley Bag,Black,Summer,Casual
52812,Men,Accessories,Wallets,Wallets,Black,Summer,Casual
11349,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual
24892,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual
58514,Women,Apparel,Topwear,Tops,Grey,Summer,Casual
33825,Women,Footwear,Shoes,Sports Shoes,Silver,Summer,Sports
25940,Women,Accessories,Scarves,Scarves,Yellow,Summer,Casual
38637,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual
5896,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual
4944,Men,Apparel,Topwear,Shirts,White,Summer,Casual
10861,Men,Apparel,Topwear,Tshirts,White,Fall,Casual
59600,Women,Apparel,Saree,Sarees,Rust,Fall,Ethnic
42846,Women,Accessories,Bags,Handbags,Multi,Summer,Casual
35128,Women,Accessories,Jewellery,Bracelet,Purple,Winter,Casual
