id,gender,masterCategory,subCategory,articleType,baseColour,season,usage
45293,4,0,35,101,33,3,0
36761,2,0,35,101,1,3,0
33021,4,1,33,48,9,2,1
25144,4,0,2,37,29,3,0
11371,2,1,33,75,1,0,0
41401,4,1,33,90,44,2,0
14603,2,0,29,78,13,2,0
37481,4,0,35,101,44,3,0
5254,3,0,2,23,33,3,0
44173,4,4,10,67,31,1,0
25978,4,4,10,67,31,1,0
4386,2,1,33,96,13,2,0
51693,3,0,8,83,4,3,0
16154,2,2,26,31,1,0,2
22361,2,2,23,79,25,2,0
29789,2,1,33,96,31,2,0
19920,3,0,2,2,1,3,0
7503,2,1,33,96,2,2,5
46624,2,4,10,21,13,1,0
34204,2,1,4,91,25,0,0
17086,4,0,34,100,29,3,0
50741,2,2,26,15,1,3,0
55233,4,4,19,32,38,2,0
13426,2,1,33,96,33,2,0
43356,4,2,26,80,6,2,5
28207,2,0,8,83,1,3,0
13846,2,1,33,75,2,0,0
12994,0,2,26,80,1,0,5
46278,4,1,33,97,33,2,0
16508,2,1,4,42,2,0,0
18492,2,2,9,30,2,0,0
19540,2,1,33,86,2,2,0
7963,2,1,33,96,44,0,5
8117,2,0,35,101,1,3,0
49230,2,0,29,78,1,2,0
39147,4,1,1,47,32,0,1
36933,4,4,10,67,32,1,0
57138,4,1,4,94,4,2,0
20856,2,2,26,15,1,0,0
41861,2,2,23,72,1,2,0
5608,2,2,23,72,1,2,0
58170,4,0,2,17,33,0,0
53598,2,3,11,34,1,3,5
15983,2,1,33,75,5,0,0
39375,4,0,35,101,37,3,0
14851,4,0,34,100,7,2,0
59290,2,0,35,101,1,3,0
52678,2,0,35,101,1,3,0
20258,2,1,33,96,4,0,0
47198,2,2,23,72,4,2,0
27841,2,0,3,6,44,2,0
28035,2,1,15,11,14,2,0
31924,4,0,2,37,1,2,0
26993,4,1,4,42,2,2,0
13248,2,1,4,94,4,0,0
43538,4,1,33,90,2,2,0
8325,0,1,33,96,45,0,0
31118,1,1,33,90,33,2,0
19772,2,2,26,15,2,0,0
46876,2,0,29,78,13,2,0
5862,2,1,33,96,1,2,0
39711,2,0,35,101,1,3,0
14409,4,2,26,38,44,2,0
58726,2,1,33,96,13,2,0
44379,2,4,10,67,1,1,0
11947,2,2,23,72,28,2,0
36759,2,0,35,101,44,3,0
51499,4,1,4,42,2,2,0
29583,4,2,26,29,37,2,0
55805,4,1,18,63,31,2,0
7709,4,1,4,42,1,0,0
28451,4,1,4,91,1,2,0
43960,2,1,33,75,13,2,2
8741,2,1,33,75,25,0,0
55039,4,4,17,54,4,1,0
19316,3,0,2,2,13,0,0
27419,4,1,18,55,1,3,0
34832,2,2,26,80,44,2,5
23885,2,2,26,80,13,3,5
19918,3,0,2,2,1,3,0
22359,2,1,33,75,2,2,0
19124,4,2,9,30,31,0,0
16950,2,0,8,83,4,3,0
49654,4,1,4,77,13,2,0
48786,4,0,16,66,37,2,0
2049,2,1,33,96,44,2,5
17882,2,1,15,40,44,2,0
44977,2,0,35,101,37,3,0
33019,4,1,33,48,45,2,1
41439,2,2,26,80,1,0,5
52812,2,0,34,100,1,2,0
11349,2,1,4,42,2,2,0
24892,2,1,33,96,1,0,0
58514,4,1,33,90,13,2,0
33825,4,2,26,80,37,2,5
25940,4,0,25,74,45,2,0
38637,2,1,33,96,33,2,0
5896,2,2,26,15,1,2,0
4944,2,1,33,75,44,2,0
10861,2,1,33,96,44,0,0
59600,4,1,24,73,35,0,1
42846,4,0,2,37,22,2,0
35128,4,0,16,10,32,3,0
47508,2,1,15,11,1,2,0
54923,1,1,4,13,28,2,0
43994,4,4,10,21,31,1,0
17278,2,1,33,96,13,0,0
31588,2,1,33,96,19,2,0
49492,2,2,26,15,19,2,0
18230,2,1,33,96,44,0,0
23871,2,1,33,96,13,0,0
9667,2,1,33,75,32,0,0
16198,2,1,4,92,1,0,5
3953,4,1,33,96,33,2,0
29745,2,0,35,101,1,3,0
28697,4,1,33,48,1,2,1
12538,2,1,4,91,2,0,0
8587,2,1,33,75,33,0,0
42248,4,1,33,90,31,2,0
48772,4,0,16,66,37,2,0
17876,2,1,15,40,13,2,0
30668,2,0,8,83,1,3,0
9455,2,1,33,75,33,0,2
18002,4,1,4,13,1,2,5
44983,4,0,35,101,37,3,0
38405,4,0,3,6,44,2,0
53934,4,0,2,37,4,2,0
1638,3,1,4,88,2,0,5
25188,4,0,2,37,4,3,0
24866,2,0,3,6,1,2,0
53108,4,0,16,25,37,3,0
21528,4,0,2,37,8,3,0
59432,4,0,2,37,1,2,0
32903,4,1,4,76,33,2,0
6079,2,1,33,96,13,2,0
12960,2,2,26,80,44,0,5
29321,2,1,33,96,1,2,5
9031,2,2,26,15,40,3,0
18466,4,4,10,67,44,1,0
26369,4,1,33,75,2,2,0
33489,2,1,33,75,12,2,0
59056,4,2,26,15,2,3,0
15379,2,2,26,15,1,2,0
45409,4,2,26,29,1,3,0
56822,2,1,4,94,0,2,0
58184,4,0,2,37,0,2,0
40947,0,1,33,96,33,2,0
39381,2,1,4,42,1,2,0
15977,2,1,33,75,33,0,0
32769,2,1,33,96,2,1,0
10439,2,1,33,96,4,0,0
59264,4,0,35,101,44,3,0
14099,4,1,33,90,31,0,0
1852,2,1,33,96,2,2,0
30802,2,1,33,75,2,2,1
51009,4,1,15,9,34,2,0
29113,4,0,29,78,44,2,0
7399,2,2,26,31,1,3,2
26967,4,1,33,90,25,2,0
27089,4,1,33,48,4,2,1
48124,4,0,3,6,4,2,0
9203,2,2,26,80,1,0,5
51835,4,1,15,11,33,2,0
3739,2,0,14,14,2,0,5
19786,2,1,33,96,25,3,0
44948,2,2,26,80,1,2,5
24091,2,1,33,96,25,0,0
33026,4,1,33,48,31,0,1
41406,4,1,33,96,31,2,0
11376,4,1,33,90,13,0,0
25143,4,0,2,17,37,3,0
44174,4,4,10,33,44,1,0
5253,3,0,2,23,13,3,0
20431,4,0,34,100,4,3,0
14604,2,0,29,78,12,2,0
4381,2,1,33,96,2,2,0
46623,3,0,2,2,1,2,0
19927,2,2,23,72,13,0,0
7504,4,1,33,96,31,2,5
22366,2,1,33,96,44,0,0
3998,2,2,9,30,1,2,0
51694,3,0,8,83,4,3,0
16153,2,2,26,31,1,0,2
17081,4,0,34,100,2,3,0
50746,2,2,26,31,1,3,2
34203,2,1,4,91,6,3,0
55234,4,4,19,32,38,2,0
13421,2,1,33,96,1,2,0
27614,2,1,4,94,0,2,0
22154,2,2,26,31,1,0,2
16361,2,1,33,75,19,0,2
46411,2,1,33,87,1,2,0
7736,2,0,14,14,33,0,0
34031,0,1,33,75,2,2,0
50574,2,1,15,95,6,2,0
22968,3,0,2,2,1,2,0
3396,4,0,2,37,2,3,0
31543,2,1,33,96,25,2,0
19329,2,2,26,15,4,0,0
13613,2,1,15,40,33,2,0
27426,4,1,4,76,14,3,0
2244,4,1,33,96,1,0,0
43163,2,0,35,101,44,3,0
33214,4,1,33,97,1,2,0
10096,4,2,26,80,2,0,5
11144,2,1,33,75,1,0,0
25371,2,1,15,40,19,2,0
20603,4,0,2,37,1,3,0
58719,4,1,33,48,27,2,1
11978,2,2,23,72,25,2,0
36766,2,0,35,101,1,3,0
45294,4,0,35,101,1,3,0
52223,4,0,16,62,44,0,0
34455,4,2,26,38,1,1,2
6280,2,1,33,96,31,2,0
46075,2,0,3,6,1,2,0
35587,2,2,23,72,4,2,0
7352,2,1,33,96,32,0,0
27042,4,0,2,17,1,2,0
2620,2,1,33,96,2,0,5
43507,2,1,33,96,19,2,0
28836,4,1,33,48,22,2,1
31127,1,1,6,22,1,2,0
26190,2,4,10,67,2,1,0
55462,4,4,17,54,32,1,0
11520,4,1,4,42,1,0,0
25715,3,0,14,14,2,2,5
41250,2,0,3,6,4,2,2
40382,4,1,33,90,31,2,0
38298,2,0,34,100,4,2,0
57335,4,1,15,9,44,3,0
52647,4,0,2,37,1,2,0
20267,4,2,26,38,1,3,0
14052,2,1,33,75,44,0,0
53795,2,1,33,96,1,2,0
44722,4,2,9,30,29,2,0
5405,2,2,26,80,44,0,5
39178,4,1,33,48,2,2,1
32590,4,1,4,76,4,2,0
11712,2,1,33,75,2,2,0
25527,4,1,33,75,12,2,0
57107,4,1,33,90,28,2,0
20869,2,2,23,72,4,0,0
33442,4,0,2,37,42,3,0
58973,4,4,10,67,31,1,0
39944,2,2,26,15,13,2,0
21187,2,2,9,30,45,2,0
36130,2,2,26,15,13,2,0
44510,3,2,26,15,1,2,0
20055,4,0,20,60,13,0,0
50322,4,1,33,48,1,2,1
28238,2,4,10,21,1,1,0
13879,2,1,33,75,33,0,0
47395,4,0,2,37,12,2,0
46247,4,1,33,97,31,2,0
7160,4,1,33,97,32,0,0
22702,4,2,26,15,0,0,0
8914,2,2,26,80,44,0,5
16537,2,0,14,14,2,0,0
43735,4,0,16,3,11,2,1
13045,4,2,26,29,19,3,0
27270,4,1,33,48,19,0,1
12197,2,1,33,96,29,2,0
55650,4,2,26,38,22,3,0
31315,4,1,33,48,4,2,1
6274,4,1,33,96,12,2,0
47153,1,1,4,13,31,2,0
17623,2,1,4,91,13,0,5
48927,4,0,16,68,37,2,0
51036,4,1,18,64,17,2,0
26958,4,1,33,75,42,2,0
46081,2,2,23,72,25,2,0
35573,2,2,9,30,2,2,0
13283,2,1,33,75,2,0,0
54544,2,2,26,80,1,0,5
30001,4,0,35,101,44,3,0
29910,2,0,35,101,1,3,0
3706,2,1,33,96,13,2,0
26164,2,1,4,94,13,2,2
55496,4,4,17,52,31,1,0
56213,4,0,16,25,11,3,0
15948,2,0,32,89,5,0,2
40376,4,1,33,90,45,2,0
24633,4,2,9,30,31,0,0
10406,4,1,6,22,13,0,0
4523,2,2,26,80,2,2,5
45604,2,2,26,31,4,2,2
15174,2,1,33,96,45,0,0
21341,2,0,8,83,39,3,0
53761,2,1,33,96,12,2,0
37224,4,1,33,75,32,2,0
32564,4,1,4,94,29,2,0
56021,4,4,17,54,20,1,0
24401,4,1,33,48,4,2,1
10634,2,2,26,31,1,3,2
40144,1,1,33,90,31,2,0
58987,4,4,10,21,16,1,0
59069,4,1,15,9,44,2,0
15346,2,1,33,96,1,0,0
52481,4,1,18,1,31,3,0
21173,4,1,33,75,13,0,0
4711,3,0,35,101,1,3,5
40978,0,1,33,96,33,2,0
14294,2,1,33,96,1,0,0
17411,2,2,26,80,44,0,5
9832,4,1,33,96,29,0,0
23624,1,1,33,90,44,0,0
6046,2,1,33,75,12,2,0
34693,1,1,4,76,31,2,0
47361,4,0,2,37,1,2,0
7194,4,1,33,90,44,0,0
51204,4,1,15,9,30,2,0
30233,2,2,26,15,44,2,0
48329,4,0,2,37,32,2,0
18459,2,4,10,21,44,1,0
27284,4,1,33,48,4,0,1
12163,4,1,4,51,32,0,1
42613,4,0,16,44,11,3,0
3534,4,1,33,96,1,2,0
24065,2,1,33,75,12,0,0
10250,4,0,2,37,4,3,0
57597,4,4,17,54,31,1,0
40520,2,0,35,101,9,3,0
1607,2,1,4,91,2,0,5
11382,4,1,33,96,13,0,0
44180,4,4,10,67,44,1,0
37472,2,0,35,101,13,3,0
53137,4,2,26,29,4,3,0
15722,2,2,26,80,13,0,5
4375,2,1,33,96,25,2,0
35325,4,0,16,25,37,3,1
22392,4,1,33,90,44,0,0
51660,2,0,35,101,1,3,0
17075,4,0,3,6,25,3,0
23240,4,1,33,48,2,0,1
6422,3,2,26,15,1,2,0
18801,2,0,3,6,4,2,0
26732,4,4,10,21,32,1,0
12507,2,2,26,15,1,3,0
31785,4,1,33,90,25,2,0
3150,2,2,26,80,1,0,5
17849,4,1,33,96,13,0,0
29548,2,1,33,96,25,2,0
42879,4,0,2,17,1,2,0
16395,2,1,33,75,1,0,0
51452,4,1,33,90,44,2,0
6610,2,1,33,96,44,2,0
47537,4,2,26,29,4,3,0
17247,2,1,33,96,2,0,0
23072,2,1,4,94,25,3,2
42045,2,2,26,15,45,2,0
3362,2,1,33,96,1,2,0
12735,3,0,14,14,1,0,5
54120,4,2,26,29,0,3,0
30465,4,1,15,9,1,2,0
9658,2,1,33,75,19,0,0
43197,4,0,35,101,13,3,0
38608,2,1,33,96,13,2,0
24257,2,2,26,15,25,2,0
10062,2,1,33,96,13,0,0
56677,2,0,35,101,44,3,0
25385,2,1,15,11,25,2,0
32332,2,0,35,101,39,3,0
5095,2,1,33,96,2,2,0
37640,4,0,2,17,33,2,0
4147,4,2,26,80,44,2,5
36792,2,0,35,101,1,3,0
45260,2,0,35,101,1,3,0
15510,2,2,26,15,6,0,0
21725,2,1,33,87,25,0,0
34038,0,1,33,75,33,2,0
43956,4,2,23,79,32,2,0
28467,4,1,33,96,35,2,0
16368,2,1,4,94,6,0,2
42884,4,0,2,17,0,2,0
55833,4,4,19,39,38,1,0
46418,2,0,35,101,28,3,0
48582,2,0,16,10,39,2,0
30498,4,1,15,9,4,2,0
8777,2,1,33,75,2,0,0
19320,3,0,2,2,31,0,0
25378,2,1,15,40,0,2,0
4986,2,1,33,96,33,2,5
39727,4,1,33,75,2,2,2
5854,4,0,2,37,31,2,0
11971,2,2,26,80,44,0,5
5068,2,0,35,101,2,3,0
39515,3,0,2,50,4,2,0
45893,2,0,35,101,1,3,0
44941,2,2,26,31,1,2,2
24098,2,2,23,72,1,2,0
4388,2,1,33,96,12,2,0
58522,3,0,0,93,35,2,0
28655,2,2,26,80,44,2,5
2843,2,1,33,96,31,2,0
17088,4,0,34,100,4,3,0
3991,2,1,33,96,44,2,0
29787,2,1,33,96,44,2,0
9497,2,2,23,72,1,2,0
13428,2,1,33,96,44,2,0
19112,2,1,33,96,13,2,0
16966,2,2,26,80,1,0,5
49662,4,0,8,83,1,3,0
20860,4,0,8,83,1,3,0
32599,4,1,33,90,1,2,0
39171,4,1,33,48,31,2,1
36905,2,0,35,101,1,3,0
57932,2,1,33,96,44,2,0
58146,3,0,2,2,1,2,0
40985,0,1,33,96,44,2,0
41857,2,2,23,72,28,2,0
59094,4,1,15,9,1,2,0
36139,2,2,26,80,1,2,5
7169,2,1,33,75,2,0,0
28231,2,4,10,21,1,1,0
13870,2,1,33,75,0,0,0
19576,4,1,33,90,44,2,0
7955,2,1,33,96,13,0,5
8121,2,0,3,6,4,3,0
27279,4,1,33,48,2,0,1
6887,4,1,33,41,2,2,0
31912,4,0,2,37,12,2,0
49808,4,2,9,30,2,3,0
22539,4,2,26,38,4,3,0
27877,4,1,33,75,25,2,0
6289,2,1,33,96,4,2,0
28003,2,1,15,11,44,2,0
8313,4,0,2,37,1,3,0
49034,4,0,16,68,37,2,0
19744,2,1,33,41,12,0,0
26199,2,4,10,67,1,1,0
47992,4,0,35,101,1,3,0
18696,2,1,15,11,1,2,0
2629,4,2,26,29,1,0,0
14867,2,0,34,100,1,2,0
38291,2,0,34,100,1,2,0
11529,2,1,33,86,13,0,0
41259,2,0,34,100,4,2,0
1890,2,1,33,96,33,3,0
15189,2,1,33,96,12,0,0
24408,2,2,26,80,1,2,5
20894,2,2,26,15,33,0,0
21946,4,0,2,37,1,3,0
39185,4,1,33,48,15,2,1
56028,4,4,17,54,19,1,0
40971,2,2,26,15,4,3,0
52488,4,1,15,12,33,3,0
59060,4,1,33,48,33,2,1
4718,1,1,33,96,45,2,0
56814,4,1,33,49,22,2,1
12956,2,2,26,80,2,0,5
29317,3,0,2,2,2,2,0
17418,2,0,35,101,1,3,0
47368,4,0,2,37,4,2,0
13884,2,1,33,75,1,0,0
19582,2,1,33,96,13,2,0
48320,4,0,16,10,37,3,0
9007,4,0,2,37,37,3,0
6873,4,1,6,22,1,2,0
18450,4,4,10,67,44,1,0
29125,4,0,8,83,44,3,0
26951,4,1,33,96,42,2,0
27883,4,1,33,96,31,2,0
30834,4,1,33,48,2,2,1
29919,2,0,35,101,1,3,0
42428,4,1,33,48,4,2,1
12358,2,1,33,75,9,0,2
48112,4,0,3,6,4,2,0
9235,2,1,33,75,2,0,2
14893,4,0,0,93,2,2,0
15941,2,0,3,6,1,0,0
53768,2,1,33,96,2,2,0
21348,2,0,8,83,37,3,0
59252,2,0,35,101,44,3,0
6619,2,2,26,80,44,2,5
54915,2,1,33,96,9,2,0
50589,2,1,15,11,25,2,0
42870,4,0,2,37,32,2,0
18206,2,0,14,14,1,0,0
54129,4,2,26,38,0,3,0
23847,2,2,26,80,44,0,5
48576,2,0,16,10,39,2,0
9651,2,1,33,75,12,0,0
8783,2,1,33,75,33,0,0
4972,2,1,33,75,12,2,0
38601,2,1,33,96,33,2,0
45269,2,0,35,101,1,2,0
11985,2,2,26,80,1,0,5
59636,4,1,24,73,36,0,1
15519,2,2,9,30,4,0,0
10857,2,1,33,96,44,0,0
10259,2,1,4,94,1,0,2
53902,4,0,2,37,4,2,0
38433,4,0,2,59,12,2,0
40529,4,0,35,101,44,3,0
59404,4,1,33,90,2,0,0
25982,4,4,10,67,44,1,0
44189,4,2,9,30,31,3,0
24850,2,0,3,6,4,2,2
23249,2,2,26,31,1,0,2
18808,2,0,3,6,25,2,0
51669,2,0,8,83,37,3,0
3965,4,1,33,90,44,2,0
29773,2,1,33,75,12,2,0
48744,2,0,16,3,39,2,0
17840,2,2,26,80,33,0,5
9463,2,1,33,75,44,0,2
18034,4,0,2,37,0,3,0
16992,4,0,3,6,1,2,0
3159,2,2,26,80,44,0,5
49696,2,3,11,89,2,2,2
14858,4,0,34,100,33,2,0
33646,2,2,23,72,1,2,0
57303,4,2,26,38,4,3,0
11516,4,2,26,38,1,3,0
41266,2,0,34,100,4,2,0
20251,2,1,33,96,13,0,0
